index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,grains_class
377,496,chair,chair,2,chair,n03001627,chair.n.01,chair
378,497,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
379,498,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
380,499,towel_rack,bathroom_stuff,2,otherprop,n04459773,towel_rack.n.01,bathroom_stuff
381,500,chair,chair,2,chair,n03001627,chair.n.01,chair
382,501,chair,chair,2,chair,n03001627,chair.n.01,chair
383,502,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
384,503,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
385,504,dining_table,table,2,table,n04379243,table.n.02,table
386,505,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
387,506,desk,desk,2,desk,n03179701,desk.n.01,desk
388,507,armchair,chair,2,chair,n02738535,armchair.n.01,chair
389,508,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
391,510,heater,heater,2,otherprop,n03508101,heater.n.01,heater
392,511,armchair,chair,2,chair,n02738535,armchair.n.01,chair
393,512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
394,513,stand,stand,2,night_stand,n04301000,stand.n.04,stand
395,514,desk,desk,2,desk,n03179701,desk.n.01,desk
396,515,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
397,516,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
398,517,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
399,518,whiteboard,whiteboard,2,whiteboard,n03211616,display_panel.n.01,whiteboard
400,519,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
401,520,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
402,521,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
403,522,piano,music,2,otherprop,n03928116,piano.n.01,music
404,523,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
405,524,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
406,525,dining_table,table,2,table,n04379243,table.n.02,table
407,526,hanger,hanger,2,cabinet,n03490884,hanger.n.02,hanger
408,527,hanger,hanger,2,cabinet,n03490884,hanger.n.02,hanger
409,528,kitchen_cabinet,kitchen_cabinet,2,refridgerator,n02933112,cabinet.n.01,kitchen_cabinet
410,529,vase,vase,2,otherprop,n04522168,vase.n.01,vase
411,530,plates,kitchenware,2,otherprop,n03959485,plate.n.04,kitchenware
412,531,candle,candle,2,lamp,n02948072,candle.n.01,candle
413,532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
414,533,desk,desk,2,desk,n03179701,desk.n.01,desk
415,534,stand,stand,2,night_stand,n04301000,stand.n.04,stand
416,535,armchair,chair,2,chair,n02738535,armchair.n.01,chair
417,536,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01,kitchenware
418,537,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,kitchen_appliance
419,538,knife_rack,kitchenware,2,otherprop,n03621377,kitchenware.n.01,kitchenware
420,539,coffee_kettle,kitchenware,2,otherprop,n03612814,kettle.n.01,kitchenware
421,540,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
422,541,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
423,542,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
424,543,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
425,544,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
426,545,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
427,546,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
428,547,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
429,548,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
430,549,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
431,550,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
432,551,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
433,552,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
434,553,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
435,554,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
436,555,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
437,556,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
438,557,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
439,558,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
440,559,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
441,560,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
442,561,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
443,562,pool,pool,2,otherprop,n03982060,pool.n.01,pool
444,563,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
445,564,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
446,565,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
447,566,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
448,567,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
449,568,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
450,569,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
451,57,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
452,570,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
453,577,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
454,579,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
455,580,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
456,586,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
457,587,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
458,589,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
459,590,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
460,591,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
461,592,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
462,593,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
463,594,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
464,595,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
465,596,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
466,597,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
467,598,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
468,599,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
469,60,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
470,600,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
471,601,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
472,602,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
473,603,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
474,604,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
475,605,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
476,606,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
477,607,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
478,608,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
479,609,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
480,610,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
481,611,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
482,612,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
483,613,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
484,614,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
486,616,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
487,617,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
488,618,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
490,621,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
491,622,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
494,625,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
495,626,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
496,627,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
497,628,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
498,629,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
499,63,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
500,630,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
501,631,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
502,632,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
503,633,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
505,635,pool,pool,2,otherprop,n03982060,pool.n.01,pool
506,636,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
508,638,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
509,639,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
510,64,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
511,640,trash_can,trash_can,2,otherprop,n02946921,can.n.01,trash_can
512,641,ATM,ATM,2,otherprop,n02977058,cash_machine.n.01,ATM
513,645,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
514,646,armchair,chair,2,chair,n02738535,armchair.n.01,chair
515,647,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
516,648,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
517,649,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
518,650,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01,fan
519,651,xbox,toy,2,otherprop,n03964744,plaything.n.01,toy
520,652,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
521,653,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
522,654,dining_table,table,2,table,n04379243,table.n.02,table
523,655,dining_table,table,2,table,n04379243,table.n.02,table
524,656,dining_table,table,2,table,n04379243,table.n.02,table
525,657,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
526,658,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
527,659,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
528,660,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
529,661,range_hood,kitchen_appliance,2,otherprop,n04053677,range_hood.n.01,kitchen_appliance
530,662,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
531,663,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
532,664,dining_table,table,2,table,n04379243,table.n.02,table
533,665,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
534,666,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
535,667,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
536,668,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
537,669,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
538,67,armchair,chair,2,chair,n02738535,armchair.n.01,chair
539,670,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
540,671,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
541,672,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
542,673,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
543,674,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
544,675,dining_table,table,2,table,n04379243,table.n.02,table
545,676,dining_table,table,2,table,n04379243,table.n.02,table
546,677,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
547,678,fruit_bowl,kitchenware,2,otherprop,n02880940,bowl.n.03,kitchenware
548,679,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,picture_frame
549,680,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,picture_frame
550,681,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,picture_frame
551,682,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
552,683,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
553,684,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
554,685,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
555,686,goal_post,recreation,2,otherprop,n03820318,net.n.04,recreation
556,687,pet,pet,2,otherprop,n01318894,pet.n.01,pet
557,688,pet,pet,2,otherprop,n01318894,pet.n.01,pet
558,689,pet,pet,2,otherprop,n01318894,pet.n.01,pet
559,69,armchair,chair,2,chair,n02738535,armchair.n.01,chair
560,690,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
561,691,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,outdoor_lamp
562,692,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
563,693,armchair,chair,2,chair,n02738535,armchair.n.01,chair
564,694,workplace,workplace,2,desk,-,-,workplace
565,695,workplace,workplace,2,desk,-,-,workplace
566,696,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
567,697,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
568,698,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
569,699,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
570,70,armchair,chair,2,chair,n02738535,armchair.n.01,chair
571,700,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
572,701,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
573,702,pool,pool,2,otherprop,n03982060,pool.n.01,pool
574,703,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,outdoor_seating
575,704,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,outdoor_seating
576,705,table_and_chair,table_and_chair,2,table,-,-,table_and_chair
577,706,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,outdoor_seating
578,707,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,outdoor_seating
579,708,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,outdoor_seating
580,709,chair,chair,2,chair,n03001627,chair.n.01,chair
581,71,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
582,710,chair,chair,2,chair,n03001627,chair.n.01,chair
583,711,chair,chair,2,chair,n03001627,chair.n.01,chair
584,712,chair,chair,2,chair,n03001627,chair.n.01,chair
585,713,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
586,714,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
587,715,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
588,716,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
594,722,fence,fence,2,door,n03327234,fence.n.01,fence
601,729,pool,pool,2,otherprop,n03982060,pool.n.01,pool
602,73,door,door,2,door,n03221720,door.n.01,door
603,730,pool,pool,2,otherprop,n03982060,pool.n.01,pool
613,74,sink,sink,2,sink,n04223580,sink.n.01,sink
617,743,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,outdoor_cover
618,744,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,outdoor_cover
619,745,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
620,746,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,outdoor_cover
621,747,curtain,curtain,2,blinds,n03151077,curtain.n.01,curtain
622,748,curtain,curtain,2,blinds,n03151077,curtain.n.01,curtain
623,749,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01,outdoor_cover
624,75,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
625,750,curtain,curtain,2,blinds,n03151077,curtain.n.01,curtain
626,751,curtain,curtain,2,blinds,n03151077,curtain.n.01,curtain
627,752,window,window,2,window,n04587648,window.n.01,window
628,753,window,window,2,window,n04587648,window.n.01,window
629,754,window,window,2,window,n04587648,window.n.01,window
630,755,window,window,2,window,n04587648,window.n.01,window
631,756,door,door,2,door,n03221720,door.n.01,door
632,757,door,door,2,door,n03221720,door.n.01,door
633,758,door,door,2,door,n03221720,door.n.01,door
634,759,door,door,2,door,n03221720,door.n.01,door
635,760,door,door,2,door,n03221720,door.n.01,door
636,761,door,door,2,door,n03221720,door.n.01,door
637,762,door,door,2,door,n03221720,door.n.01,door
638,763,door,door,2,door,n03221720,door.n.01,door
639,764,door,door,2,door,n03221720,door.n.01,door
640,765,garage_door,garage_door,2,door,-,-,garage_door
641,766,window,window,2,window,n04587648,window.n.01,window
642,767,window,window,2,window,n04587648,window.n.01,window
643,768,door,door,2,door,n03221720,door.n.01,door
644,769,door,door,2,door,n03221720,door.n.01,door
645,77,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
646,770,door,door,2,door,n03221720,door.n.01,door
647,771,garage_door,garage_door,2,window,-,-,garage_door
648,773,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
649,775,fence,fence,2,door,n03327234,fence.n.01,fence
650,776,fence,fence,2,door,n03327234,fence.n.01,fence
651,777,fence,fence,2,door,n03327234,fence.n.01,fence
652,778,arch,arch,2,door,n02733524,arch.n.04,arch
653,779,arch,arch,2,door,n02733524,arch.n.04,arch
654,78,single_bed,bed,2,bed,n04222210,single_bed.n.01,bed
655,780,arch,arch,2,door,n02733524,arch.n.04,arch
656,781,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,picture_frame
657,782,stairs,stairs,1,floor,n04314914,step.n.04,stairs
658,783,stairs,stairs,1,floor,n04314914,step.n.04,stairs
659,784,stairs,stairs,1,floor,n04314914,step.n.04,stairs
660,785,stairs,stairs,1,floor,n04314914,step.n.04,stairs
662,79,sink,sink,2,sink,n04223580,sink.n.01,sink
663,797,roof,roof,2,otherprop,n04105068,roof.n.01,roof
664,80,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
665,81,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
666,82,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
667,83,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
668,85,washer,household_appliance,2,otherprop,n04554684,washer.n.03,household_appliance
669,86,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
670,87,sink,sink,2,sink,n04223580,sink.n.01,sink
671,88,chair,chair,2,chair,n03001627,chair.n.01,chair
672,89,chair,chair,2,chair,n03001627,chair.n.01,chair
673,90,chair,chair,2,chair,n03001627,chair.n.01,chair
674,91,chair,chair,2,chair,n03001627,chair.n.01,chair
675,92,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
676,93,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
677,94,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
678,95,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
679,97,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
681,99,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
682,s__1000,stand,stand,2,night_stand,n04301000,stand.n.04,stand
683,s__1001,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
685,s__1003,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
686,s__1004,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
687,s__1005,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
688,s__1006,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
689,s__1007,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
690,s__1008,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
691,s__1009,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
692,s__1010,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
693,s__1011,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
694,s__1012,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
695,s__1013,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
696,s__1014,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
697,s__1015,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
698,s__1016,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
699,s__1017,chair,chair,2,chair,n03001627,chair.n.01,chair
700,s__1018,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
701,s__1019,chair,chair,2,chair,n03001627,chair.n.01,chair
702,s__1020,desk,desk,2,desk,n03179701,desk.n.01,desk
703,s__1021,desk,desk,2,desk,n03179701,desk.n.01,desk
704,s__1022,desk,desk,2,desk,n03179701,desk.n.01,desk
705,s__1023,desk,desk,2,desk,n03179701,desk.n.01,desk
706,s__1024,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
707,s__1025,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
708,s__1026,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
709,s__1027,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
710,s__1028,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
711,s__1029,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
712,s__1030,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
713,s__1031,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
714,s__1032,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
715,s__1033,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
716,s__1034,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
717,s__1035,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
718,s__1036,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
719,s__1037,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
720,s__1038,chair,chair,2,chair,n03001627,chair.n.01,chair
721,s__1039,chair,chair,2,chair,n03001627,chair.n.01,chair
722,s__1040,chair,chair,2,chair,n03001627,chair.n.01,chair
723,s__1041,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
724,s__1042,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
725,s__1043,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
726,s__1044,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
727,s__1045,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
728,s__1046,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
729,s__1047,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
730,s__1048,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
731,s__1049,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
732,s__1050,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
733,s__1051,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
734,s__1052,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
735,s__1053,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
736,s__1054,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
737,s__1055,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
738,s__1056,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
739,s__1057,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
740,s__1058,range_oven,kitchen_appliance,2,counter,n04330340,stove.n.01,kitchen_appliance
741,s__1059,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
742,s__1060,range_hood,kitchen_appliance,2,counter,n04053677,range_hood.n.01,kitchen_appliance
743,s__1061,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
744,s__1062,chair,chair,2,chair,n03001627,chair.n.01,chair
745,s__1063,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
746,s__1064,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
747,s__1065,kitchen_set,kitchen_set,2,counter,-,-,kitchen_set
748,s__1066,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
749,s__1067,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
750,s__1068,stand,stand,2,night_stand,n04301000,stand.n.04,stand
751,s__1069,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
752,s__1070,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
753,s__1071,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
754,s__1072,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
755,s__1073,dining_table,table,2,table,n04379243,table.n.02,table
756,s__1074,chair,chair,2,chair,n03001627,chair.n.01,chair
757,s__1075,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
758,s__1076,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
759,s__1077,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
760,s__1078,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
761,s__1079,dining_table,table,2,table,n04379243,table.n.02,table
762,s__1080,chair,chair,2,chair,n03001627,chair.n.01,chair
